Age,CCAvg,CD_Account,CreditCard,Education,Experience,Family,Income,Mortgage,Mortgage > 0,Online,Personal_Loan,Securities_Account,ZIPCode (SCF)
62,2.8,1,1,1,37,2,39,113,113.0,1,0,0,94
27,1.9,0,0,1,2,1,101,0,,0,0,0,92
53,0.6,0,0,3,28,2,41,0,,0,0,1,93
51,0.3,0,0,1,25,1,132,0,,1,0,0,94
25,2.4,0,0,2,1,3,43,176,176.0,1,0,0,92
44,4.9,0,0,3,20,1,131,0,,1,1,0,90
31,0.4,0,1,2,5,1,11,76,76.0,0,0,0,94
57,0.3,0,0,3,32,1,21,117,117.0,0,0,0,94
30,4.33,0,0,1,6,2,141,0,,0,0,0,95
40,0.1,0,0,1,14,3,81,0,,1,0,0,94
63,2.4,0,1,1,38,3,54,90,90.0,0,0,0,94
43,0.3,0,0,1,19,4,28,87,87.0,0,0,0,94
27,2.6,0,0,3,2,3,68,203,203.0,0,0,1,94
44,2.0,1,1,3,14,3,44,180,180.0,1,0,1,94
49,1.4,0,1,3,23,1,61,0,,1,0,0,94
61,1.3,0,1,2,36,3,35,0,,0,0,0,94
60,0.3,0,1,2,34,3,54,0,,1,0,0,94
59,0.1,0,1,1,34,1,14,0,,1,0,0,93
28,2.2,0,0,1,3,4,52,230,230.0,1,0,0,90
52,0.3,0,0,1,28,2,101,0,,0,0,0,91
34,0.8,1,1,1,8,4,35,137,137.0,1,0,0,92
60,0.3,0,0,3,34,3,21,129,129.0,1,0,0,93
39,1.9,0,1,1,15,2,118,0,,0,0,0,95
30,2.0,0,0,2,5,4,38,0,,0,0,1,95
49,0.2,0,0,1,25,4,24,138,138.0,1,0,0,95
43,3.7,0,0,3,18,1,59,0,,1,0,0,93
63,1.67,0,0,3,33,4,41,0,,1,0,0,94
28,0.8,0,1,2,3,1,85,0,,1,0,0,94
51,1.0,0,0,1,27,4,12,0,,1,0,0,94
33,0.6,0,0,3,7,1,32,152,152.0,0,0,0,94
55,0.8,0,0,1,29,3,79,0,,1,0,0,90
53,3.6,1,1,3,28,3,175,0,,1,1,0,95
34,0.9,0,0,1,8,3,28,0,,0,0,0,95
34,0.1,0,1,1,9,2,41,161,161.0,1,0,0,92
40,2.1,0,0,1,14,3,70,185,185.0,0,0,0,95
35,2.2,0,0,2,9,4,53,0,,1,0,0,94
39,3.4,0,0,1,15,1,128,0,,0,0,0,92
55,1.0,0,1,2,28,3,50,0,,1,0,0,95
29,2.0,0,1,2,5,2,80,0,,1,0,0,94
54,2.7,0,0,2,30,1,93,0,,1,0,0,91
25,0.3,0,1,3,1,3,48,0,,0,0,0,92
46,2.5,0,1,2,19,3,49,0,,1,0,0,92
57,2.7,0,0,2,33,1,88,0,,1,0,0,93
52,0.4,0,1,3,22,4,22,0,,1,0,0,90
28,2.2,0,1,1,3,4,55,0,,1,0,0,94
44,0.7,0,0,3,18,1,72,155,155.0,0,0,0,95
24,1.7,0,0,2,1,2,38,0,,1,0,0,95
34,4.0,0,0,3,4,4,83,0,,1,0,0,92
39,0.4,0,1,1,14,2,101,0,,1,0,0,94
41,2.5,1,1,1,17,2,40,0,,1,0,0,93
29,2.1,0,0,3,3,4,39,0,,1,0,0,94
30,1.0,0,0,1,5,1,51,0,,1,0,0,92
44,2.0,1,1,3,20,4,79,0,,1,0,1,95
33,2.2,0,0,2,7,4,48,0,,1,0,0,90
50,0.0,0,0,1,26,1,85,144,144.0,0,0,0,94
42,1.8,0,0,1,18,1,41,94,94.0,1,0,0,92
48,3.5,0,0,3,22,1,152,0,,1,1,0,94
56,0.2,0,0,3,31,2,11,90,90.0,0,0,0,92
28,2.5,0,1,1,4,2,103,0,,1,0,0,94
56,0.5,0,0,1,30,2,141,0,,1,0,0,94
58,1.4,0,1,1,32,1,38,0,,1,0,0,91
29,0.6,0,0,1,5,2,135,0,,0,0,0,95
63,0.5,0,0,2,38,2,28,89,89.0,1,0,0,94
28,2.2,0,1,1,3,4,70,240,240.0,0,0,0,90
57,0.2,0,1,1,31,1,41,0,,1,0,0,91
34,0.9,0,0,2,8,3,81,208,208.0,1,0,0,91
28,0.1,0,0,3,3,1,170,0,,0,1,0,95
27,1.7,0,0,2,2,4,55,0,,1,0,0,91
37,1.5,0,0,3,11,4,24,0,,0,0,0,91
49,1.8,0,0,1,23,4,32,83,83.0,0,0,0,94
65,1.3,0,1,1,40,1,129,0,,1,0,0,90
60,0.9,0,0,1,35,1,108,0,,0,0,1,94
40,1.4,0,1,3,14,2,33,0,,1,0,0,94
46,2.6,0,0,3,20,4,74,0,,1,0,0,94
63,0.7,0,0,3,37,2,42,115,115.0,1,0,0,91
57,3.0,0,0,3,27,1,73,0,,0,0,0,93
33,2.9,0,0,2,8,4,115,0,,1,1,0,91
41,1.8,0,0,2,17,2,114,0,,1,0,0,91
41,1.9,0,0,1,17,2,92,131,131.0,1,0,0,93
44,0.3,0,0,3,19,1,34,78,78.0,1,0,0,95
33,1.67,0,0,2,6,2,54,122,122.0,1,0,0,92
52,1.0,0,0,3,28,2,64,211,211.0,1,0,0,95
30,0.2,0,1,3,6,1,42,100,100.0,0,0,0,94
45,2.1,0,0,1,19,3,70,0,,1,0,0,92
49,1.3,0,0,2,24,1,51,0,,0,0,0,90
45,2.9,1,1,1,19,4,71,218,218.0,1,0,0,91
32,1.3,0,1,1,7,3,35,108,108.0,0,0,0,96
45,1.0,0,0,2,18,3,40,0,,1,0,0,94
57,2.7,0,0,3,32,4,165,0,,1,1,0,94
61,1.5,0,1,3,31,1,18,0,,1,0,0,94
57,1.4,1,1,1,31,3,32,0,,1,0,1,90
60,0.2,0,0,1,35,3,35,169,169.0,1,0,0,90
53,0.1,0,0,3,28,4,31,0,,1,0,0,90
42,1.5,0,0,1,16,3,35,0,,0,0,0,92
62,0.2,0,1,3,36,2,32,0,,1,0,0,92
50,0.3,0,0,1,24,1,103,0,,1,0,0,94
45,1.4,0,0,1,21,2,152,0,,1,0,0,91
52,2.0,0,0,2,27,2,33,0,,1,0,0,92
58,1.7,0,0,1,33,4,61,0,,0,0,0,90
62,2.2,1,1,1,38,4,64,123,123.0,1,0,1,95
50,1.3,0,0,2,25,1,34,0,,1,0,0,95
25,2.1,0,0,3,1,4,82,0,,1,0,0,92
47,5.1,0,0,3,22,1,122,163,163.0,0,1,1,90
28,1.5,0,0,1,4,3,58,131,131.0,0,0,0,92
34,2.8,0,0,1,9,1,92,0,,1,0,0,90
49,2.4,0,1,2,23,2,78,205,205.0,0,0,0,92
54,4.2,0,0,3,29,4,129,0,,0,1,0,93
50,0.7,0,0,3,25,2,13,0,,0,0,0,91
37,2.8,0,0,3,11,1,81,145,145.0,0,0,0,94
38,0.67,0,0,3,8,1,23,0,,0,0,0,95
52,0.9,0,0,3,26,3,35,0,,0,0,0,91
63,1.7,0,1,2,39,4,79,0,,1,0,0,93
39,3.3,0,0,1,14,2,165,0,,1,0,0,92
63,2.8,0,0,1,38,2,52,0,,1,0,0,94
65,2.0,0,0,2,41,3,185,0,,0,1,0,93
46,2.2,0,0,2,20,3,49,0,,0,0,0,90
54,1.8,0,1,3,30,1,64,227,227.0,0,0,0,95
54,2.0,0,0,3,24,4,61,0,,1,0,1,92
52,2.4,1,1,1,26,1,112,0,,1,0,1,92
63,2.0,0,0,3,39,3,72,190,190.0,1,0,1,93
66,0.5,0,0,1,41,3,18,0,,0,0,0,94
56,2.5,0,0,2,29,4,41,0,,0,0,0,94
23,2.6,0,0,1,1,4,61,239,239.0,1,0,0,92
51,0.2,0,0,1,27,1,23,0,,1,0,0,96
34,0.5,0,0,3,10,1,22,85,85.0,0,0,0,95
49,2.1,0,0,1,23,3,59,0,,0,0,0,95
29,2.0,0,0,2,2,1,33,160,160.0,0,0,0,91
47,0.9,0,1,3,23,1,11,103,103.0,0,0,0,94
52,1.8,0,0,3,27,4,61,207,207.0,0,0,0,92
61,1.5,0,1,1,36,3,51,0,,0,0,0,94
58,0.1,0,1,2,34,1,12,0,,0,0,0,90
40,3.6,0,0,2,16,1,82,0,,0,0,0,91
35,1.67,0,0,2,8,2,48,0,,1,0,0,93
24,0.6,0,0,2,1,4,38,0,,1,0,0,92
48,1.5,0,0,2,22,2,65,0,,1,0,0,92
44,1.9,0,0,1,20,4,71,207,207.0,1,0,0,94
54,0.3,1,0,1,30,1,18,0,,1,0,1,94
59,1.6,0,0,3,34,2,52,75,75.0,1,0,0,94
45,2.5,0,1,2,18,3,48,113,113.0,1,0,0,90
26,1.0,0,0,3,2,1,30,111,111.0,0,0,0,94
40,2.2,0,0,3,15,2,40,107,107.0,1,0,0,92
32,3.8,0,0,1,7,1,112,81,81.0,1,0,0,90
29,1.9,0,0,1,4,1,115,0,,0,0,0,92
51,1.0,0,0,3,27,2,63,82,82.0,1,0,0,92
42,3.7,0,0,3,17,1,85,0,,1,0,0,92
64,2.5,0,0,3,38,1,59,220,220.0,0,0,0,92
44,0.8,0,0,3,20,1,68,91,91.0,0,0,0,95
37,1.8,0,1,1,11,2,84,0,,1,0,0,90
44,0.8,0,1,3,19,3,62,0,,0,0,0,93
35,4.0,0,0,1,9,3,109,0,,0,1,0,92
62,0.7,0,0,2,36,3,30,0,,1,0,0,94
58,4.7,0,0,1,34,1,148,0,,1,0,0,95
47,0.67,0,1,2,20,3,25,0,,1,0,0,95
35,1.3,0,0,1,10,3,21,115,115.0,0,0,0,92
29,2.2,0,0,1,4,4,72,0,,1,0,0,95
43,0.9,0,1,3,17,3,59,87,87.0,1,0,0,94
62,1.8,0,0,2,37,3,83,187,187.0,0,0,1,91
41,0.3,0,0,2,16,2,10,0,,1,0,0,94
34,0.6,0,0,2,9,3,84,0,,1,0,0,92
50,2.0,0,0,2,23,3,98,0,,0,0,0,92
47,1.0,1,1,1,23,1,32,0,,1,0,1,92
29,0.4,0,1,2,5,4,31,161,161.0,1,0,0,96
59,0.5,0,1,1,34,3,94,0,,0,0,0,93
56,0.2,1,1,3,31,2,21,137,137.0,1,0,0,90
61,4.4,0,0,1,35,3,110,0,,1,0,1,92
58,2.2,0,0,3,32,1,38,0,,0,0,0,94
49,1.4,0,0,3,24,1,39,0,,1,0,0,92
45,1.2,1,1,2,21,3,132,0,,1,1,0,91
50,2.6,0,0,1,24,4,61,0,,1,0,0,94
64,2.0,0,0,1,38,1,92,0,,1,0,0,94
58,2.1,0,0,1,33,4,53,0,,1,0,0,91
62,1.3,0,0,2,37,3,18,0,,1,0,0,92
45,4.4,0,0,2,20,2,114,0,,0,1,0,94
58,3.0,0,1,3,28,1,90,0,,0,0,0,93
28,3.3,0,1,1,3,2,90,0,,1,0,0,90
26,1.9,0,0,1,1,1,85,0,,1,0,0,90
49,1.2,0,0,1,24,1,80,0,,1,0,0,92
66,1.1,0,1,1,42,2,53,0,,1,0,0,92
33,2.2,0,0,2,7,4,49,0,,1,0,0,95
61,3.3,0,0,3,35,3,152,0,,1,1,0,91
64,2.8,0,0,2,37,2,138,0,,1,1,0,94
36,2.2,0,0,2,10,4,80,0,,1,0,0,94
49,2.4,0,0,2,23,2,82,0,,0,0,0,91
61,1.2,0,0,3,37,1,22,0,,1,0,0,94
32,2.5,0,0,1,6,1,81,0,,1,0,0,92
61,2.2,1,1,1,37,4,40,0,,1,0,1,94
45,2.8,0,0,1,20,2,154,0,,1,0,1,94
30,1.1,0,1,2,4,3,49,0,,0,0,0,93
62,3.4,0,0,2,37,4,85,0,,1,0,0,95
57,0.1,1,0,2,32,3,21,0,,1,0,1,94
41,1.0,0,0,1,17,1,14,0,,0,0,0,91
58,1.6,0,1,2,34,4,60,0,,0,0,0,92
29,4.33,0,0,1,5,2,138,0,,1,0,0,93
64,0.6,0,0,2,39,4,22,0,,0,0,0,90
49,1.2,0,1,2,23,1,49,0,,1,0,0,94
38,1.9,1,1,1,14,2,102,0,,1,0,0,95
56,0.7,0,1,2,30,4,45,0,,0,0,0,91
56,1.3,0,0,3,31,4,82,0,,1,0,0,95
52,1.8,0,0,2,28,3,81,0,,0,0,1,91
64,1.5,0,0,2,39,1,35,0,,0,0,1,90
53,1.9,0,0,2,28,2,59,0,,1,0,0,91
29,1.1,0,0,2,3,3,52,0,,1,0,0,92
48,0.7,0,0,1,24,3,84,166,166.0,1,0,0,92
32,2.7,0,0,2,6,1,85,100,100.0,1,0,0,90
54,0.2,0,1,1,28,1,65,0,,0,0,0,94
47,1.8,0,0,1,21,4,109,0,,0,1,0,95
37,2.8,0,0,1,12,1,81,0,,0,0,0,94
64,1.1,0,0,3,39,1,38,108,108.0,0,0,0,92
43,1.7,0,0,1,19,2,72,0,,1,0,0,90
33,2.0,0,0,2,6,4,78,119,119.0,1,0,1,90
42,2.33,0,0,1,18,3,71,106,106.0,1,0,1,91
54,4.1,1,1,3,28,1,165,0,,1,1,0,92
41,3.9,0,1,1,16,2,120,0,,1,0,0,92
55,0.2,0,1,1,29,1,39,0,,0,0,0,92
65,0.7,0,1,2,39,3,23,0,,0,0,0,92
50,4.6,0,0,3,26,2,135,91,91.0,1,1,0,92
55,0.2,0,1,1,31,2,12,76,76.0,1,0,0,95
62,0.7,0,0,2,36,2,92,0,,1,0,0,94
32,0.8,0,1,1,7,4,42,0,,1,0,0,92
56,3.7,0,0,3,32,3,158,0,,1,1,0,94
45,2.5,0,0,1,21,2,42,0,,1,0,1,94
58,0.7,0,0,1,34,4,10,0,,0,0,0,92
29,0.3,0,0,2,3,4,31,0,,1,0,0,92
55,0.9,0,1,1,30,4,58,0,,1,0,0,92
55,2.8,0,0,2,29,4,65,0,,1,0,0,94
41,4.0,0,1,3,16,1,98,0,,0,0,0,93
24,2.0,0,0,1,2,2,150,0,,1,0,0,94
54,2.3,0,0,3,29,2,44,0,,1,0,0,91
57,0.2,0,1,3,32,2,15,0,,0,0,0,92
30,2.5,0,0,1,6,2,82,0,,0,0,0,93
42,0.5,0,0,3,17,3,61,0,,1,0,0,94
29,2.0,0,0,2,2,1,38,0,,0,0,0,93
29,2.1,0,0,3,3,4,39,0,,1,0,0,95
47,0.2,0,0,1,23,4,8,0,,1,0,0,92
36,2.0,0,0,1,12,3,51,214,214.0,1,0,0,92
52,1.8,0,0,3,27,4,62,82,82.0,0,0,0,92
54,0.7,0,0,2,28,4,34,0,,1,0,0,94
53,1.5,0,0,3,27,4,44,0,,0,0,0,94
64,2.2,0,0,1,39,3,64,0,,1,0,0,92
54,0.1,0,1,3,29,1,111,0,,0,0,0,94
32,2.0,0,0,3,6,2,41,0,,0,0,0,92
63,1.67,0,0,3,33,4,52,0,,0,0,0,94
36,2.2,0,0,2,10,4,65,0,,0,0,0,90
50,1.1,0,0,2,25,1,130,0,,1,1,0,94
33,0.1,0,1,1,8,2,45,0,,0,0,0,93
62,1.9,0,0,2,38,1,35,118,118.0,0,0,0,94
41,0.7,0,0,1,15,2,38,91,91.0,1,0,0,90
51,1.1,0,1,2,27,4,42,0,,1,0,0,95
56,1.5,0,0,3,30,4,45,0,,0,0,0,90
51,0.3,0,0,1,25,1,145,0,,1,0,0,90
39,1.5,0,0,3,13,4,33,0,,0,0,0,92
61,1.4,0,0,3,35,3,60,0,,0,0,0,96
35,2.0,0,1,1,9,1,45,0,,1,0,0,90
39,2.4,0,0,1,15,4,72,0,,1,0,1,94
37,0.2,0,0,2,11,3,34,0,,0,0,0,95
48,0.67,0,0,2,21,3,23,0,,1,0,0,93
63,1.0,0,1,3,37,2,45,88,88.0,1,0,0,94
35,1.0,0,0,1,9,4,28,75,75.0,1,0,0,94
55,3.8,0,0,2,30,4,81,0,,1,0,0,90
29,0.7,0,0,2,5,3,72,81,81.0,0,0,0,92
61,1.67,0,0,3,31,4,49,0,,1,0,0,94
36,1.2,0,0,2,10,4,31,0,,0,0,0,90
61,2.2,0,0,3,35,3,63,0,,0,0,0,94
58,3.9,0,1,1,33,2,142,193,193.0,1,0,0,92
42,3.0,0,1,1,17,3,74,0,,0,0,0,92
30,0.4,0,0,2,4,1,24,81,81.0,1,0,0,92
45,1.9,0,0,3,20,4,29,0,,0,0,0,92
39,2.4,0,0,1,15,4,79,0,,0,0,0,92
57,4.3,0,0,1,33,1,121,0,,0,0,1,94
34,2.0,0,0,1,10,3,54,0,,0,0,0,92
64,2.4,0,0,1,39,3,73,0,,1,0,0,94
47,0.8,0,0,3,23,1,71,127,127.0,1,0,0,95
44,1.0,0,1,2,17,3,29,0,,1,0,0,94
51,2.7,0,0,1,27,1,93,0,,1,0,0,92
40,1.5,0,0,3,14,1,73,252,252.0,1,0,0,94
57,0.9,0,0,2,32,4,19,0,,1,0,0,94
33,0.1,1,1,1,8,2,58,0,,1,0,1,94
46,0.2,0,0,1,20,1,39,0,,0,0,0,95
41,1.4,0,0,2,16,2,23,0,,1,0,1,94
33,0.6,0,1,3,7,1,29,127,127.0,0,0,0,92
27,0.8,0,0,1,2,1,155,0,,0,0,0,95
52,2.6,0,0,2,28,1,90,0,,1,0,1,95
59,2.0,0,0,1,33,2,113,77,77.0,1,0,0,92
62,1.8,0,0,3,38,1,42,0,,0,0,0,94
49,0.2,1,1,1,25,4,30,0,,1,0,0,95
45,0.5,0,0,2,19,3,19,0,,1,0,0,94
63,5.0,0,0,2,37,3,124,170,170.0,0,1,0,92
57,0.7,0,0,2,31,2,30,145,145.0,0,0,0,95
60,1.5,0,0,3,30,1,28,124,124.0,1,0,1,92
50,1.0,0,0,2,23,2,15,101,101.0,0,0,0,94
28,0.1,0,0,2,2,1,10,0,,1,0,0,94
60,0.3,0,1,3,34,3,22,139,139.0,1,0,0,92
44,1.9,0,0,1,20,4,70,0,,1,0,0,94
61,1.6,0,0,1,35,1,61,0,,0,0,0,94
40,3.3,0,1,1,15,2,161,0,,0,0,1,94
54,0.8,0,1,1,30,2,29,0,,0,0,0,93
43,0.5,0,0,1,19,3,35,0,,1,0,0,92
54,2.8,0,0,2,28,4,48,0,,1,0,0,96
32,0.8,0,0,1,7,4,44,0,,1,0,0,90
24,0.8,0,0,1,0,3,88,134,134.0,0,0,0,90
30,2.1,0,1,3,4,4,40,0,,1,0,0,92
61,0.4,0,0,2,36,4,21,123,123.0,0,0,0,95
40,2.8,0,0,1,14,2,58,0,,1,0,0,94
35,0.1,0,0,2,11,4,59,0,,0,0,0,95
33,4.0,0,0,3,3,4,74,0,,0,0,0,95
63,1.9,0,0,2,37,4,84,0,,1,0,0,91
57,0.2,0,0,1,31,1,58,177,177.0,1,0,0,91
51,1.7,0,0,1,25,1,185,0,,0,0,0,94
38,1.1,0,0,2,13,2,55,0,,1,0,0,91
31,0.3,0,0,2,5,4,30,0,,1,0,0,94
54,2.0,0,0,2,29,3,74,0,,0,0,0,93
41,3.3,0,0,1,16,2,118,0,,1,0,0,94
24,1.6,0,1,3,2,2,82,0,,1,0,0,91
55,1.5,0,0,3,29,4,29,79,79.0,1,0,0,92
38,2.4,0,0,2,12,2,53,0,,1,0,0,95
58,1.4,0,1,1,32,3,43,0,,0,0,0,93
29,2.2,0,1,1,4,4,59,232,232.0,1,0,0,95
50,3.4,0,0,1,24,3,161,212,212.0,1,1,0,95
62,0.4,0,1,2,37,4,21,137,137.0,1,0,0,92
57,0.7,0,0,1,32,4,63,0,,1,0,0,94
30,3.4,0,1,2,3,3,172,0,,0,1,0,91
30,0.2,0,1,1,4,4,51,172,172.0,0,0,0,94
57,0.7,0,0,1,33,4,24,0,,1,0,0,95
57,1.6,0,0,1,33,2,95,0,,0,0,0,95
43,2.4,0,0,1,18,1,59,250,250.0,1,0,0,90
28,1.8,0,0,2,2,4,51,0,,0,0,1,90
46,1.0,0,1,1,22,1,28,84,84.0,1,0,0,94
29,2.0,0,0,1,3,2,154,130,130.0,0,0,0,94
64,0.3,0,1,3,40,2,15,115,115.0,1,0,0,91
66,1.67,0,1,3,36,4,55,0,,0,0,0,93
60,1.8,0,1,3,36,1,79,0,,0,0,0,92
47,2.6,0,0,3,21,4,68,0,,0,0,0,94
35,2.6,0,0,2,10,1,78,0,,1,0,0,94
57,2.0,0,0,2,32,2,34,0,,0,0,1,92
44,3.2,0,0,1,20,2,85,0,,1,0,0,92
41,0.5,0,0,3,16,3,64,0,,0,0,0,92
51,2.6,0,1,2,27,1,88,0,,0,0,1,91
27,2.4,0,0,2,1,3,42,0,,0,0,0,94
31,1.6,0,1,1,5,3,91,126,126.0,1,0,0,92
32,0.3,1,0,1,6,1,38,0,,1,0,1,92
55,1.5,0,0,2,30,1,28,0,,0,0,0,95
55,0.1,0,0,3,30,4,32,0,,0,0,1,91
42,0.3,0,1,3,18,1,31,0,,0,0,0,94
33,0.4,0,0,2,9,4,22,103,103.0,1,0,0,93
65,3.7,0,1,2,40,3,95,138,138.0,0,1,0,95
35,1.3,0,0,1,10,4,74,0,,1,0,0,90
55,1.5,0,1,2,30,1,22,91,91.0,0,0,0,92
28,0.1,0,0,2,4,3,43,0,,1,0,0,92
27,1.0,0,0,3,3,1,43,0,,1,0,0,91
51,1.8,1,1,2,27,3,112,0,,1,0,1,94
50,1.0,0,0,2,23,2,9,0,,1,0,0,92
58,0.0,0,0,3,33,2,81,0,,1,0,0,91
62,1.5,0,0,3,32,1,19,0,,0,0,1,92
38,0.7,0,0,2,13,3,62,0,,1,0,1,92
62,0.4,0,0,2,37,4,19,124,124.0,0,0,1,95
56,0.3,0,1,1,32,2,8,0,,1,0,0,93
38,4.4,0,0,1,13,4,129,140,140.0,0,1,0,92
55,0.7,0,1,2,29,4,30,0,,0,0,0,91
30,1.8,0,0,2,4,4,80,0,,0,0,0,94
41,1.5,0,1,3,15,4,22,0,,0,0,0,90
57,1.5,0,0,2,32,1,33,0,,1,0,0,91
36,2.1,0,0,3,11,4,64,0,,0,0,0,91
55,2.2,0,0,3,29,3,60,84,84.0,1,0,0,94
40,0.6,0,0,2,16,3,45,204,204.0,1,0,0,94
32,1.8,0,0,2,6,4,112,0,,1,0,0,95
59,3.4,0,0,3,34,2,83,0,,1,1,0,94
51,0.2,0,0,2,26,4,28,0,,1,0,1,92
37,5.2,0,0,3,12,2,169,249,249.0,1,1,0,91
59,0.7,0,0,1,35,4,14,0,,1,0,0,90
37,2.0,0,0,1,11,1,43,0,,1,0,0,90
56,0.3,0,0,1,32,2,88,0,,1,0,0,94
55,2.6,0,1,3,29,4,78,0,,0,0,0,90
49,0.2,0,0,2,24,1,68,163,163.0,0,0,0,94
46,3.3,0,1,1,22,2,144,0,,1,0,0,93
35,1.0,0,0,1,9,4,30,163,163.0,1,0,0,94
47,0.0,0,0,1,21,1,120,135,135.0,0,0,0,95
39,0.3,0,0,2,14,2,24,0,,0,0,0,94
27,2.3,0,0,3,1,4,78,157,157.0,1,0,1,92
62,5.2,0,0,2,36,2,135,0,,1,1,0,94
57,1.6,0,0,3,32,2,44,0,,0,0,0,91
55,3.8,0,0,2,30,4,73,0,,1,0,0,92
55,2.7,0,1,2,31,1,90,0,,1,0,0,92
41,0.5,0,0,3,15,3,58,0,,1,0,0,94
57,3.7,0,0,1,32,2,75,236,236.0,1,0,0,94
43,1.7,1,1,3,19,3,174,231,231.0,1,1,0,92
40,1.7,0,0,1,16,2,50,174,174.0,0,0,0,92
63,2.2,0,0,1,38,3,54,0,,1,0,0,90
63,3.4,0,0,1,38,2,83,0,,0,1,0,92
54,0.2,0,0,1,30,4,24,0,,0,0,1,94
54,1.1,0,0,2,30,4,45,205,205.0,1,0,0,95
52,0.8,0,1,3,26,1,68,0,,1,0,0,92
50,0.1,0,1,3,26,4,48,0,,0,0,0,94
38,1.0,0,1,3,13,1,114,0,,1,0,0,92
36,2.3,1,1,2,12,3,142,0,,1,1,0,90
58,0.5,0,1,2,33,3,52,0,,0,0,0,94
46,3.3,0,0,1,22,2,142,0,,0,0,0,92
50,0.4,0,0,3,25,1,15,0,,0,0,0,92
46,4.7,0,1,1,22,1,118,159,159.0,0,0,0,92
53,4.9,0,0,1,27,4,101,0,,1,0,0,90
62,2.8,0,0,1,36,2,84,0,,1,0,0,94
63,1.9,0,0,2,39,1,32,100,100.0,0,0,0,94
42,0.5,0,0,3,16,3,64,247,247.0,0,0,0,94
34,3.4,0,0,1,10,4,81,0,,1,0,0,94
40,1.5,0,1,3,14,4,28,0,,0,0,0,94
34,0.0,0,0,1,9,1,93,0,,1,0,0,94
41,3.6,0,0,2,15,1,185,0,,0,1,0,91
32,1.8,0,0,2,8,1,42,0,,0,0,0,90
28,1.6,0,1,3,3,2,45,0,,1,0,0,94
33,1.67,0,0,2,6,2,49,214,214.0,0,0,0,92
46,2.1,0,0,1,20,3,69,0,,0,0,0,92
60,1.5,0,1,2,35,1,18,0,,1,0,0,92
59,0.7,0,0,1,35,4,8,91,91.0,0,0,1,92
57,2.1,0,0,1,32,4,55,108,108.0,1,0,0,90
46,0.4,0,0,3,20,2,85,0,,0,0,0,95
25,0.0,0,0,1,1,4,62,229,229.0,1,0,0,94
53,2.0,0,0,3,23,4,65,0,,1,0,0,95
38,0.0,0,0,1,12,2,138,0,,1,0,1,95
63,2.5,0,0,1,38,1,103,0,,1,0,0,91
28,0.9,0,0,3,3,2,25,140,140.0,1,0,0,91
52,0.7,0,0,2,27,2,39,166,166.0,1,0,0,94
50,1.3,0,1,2,25,1,40,0,,1,0,0,95
39,2.1,0,0,1,13,3,58,169,169.0,1,0,0,94
60,0.8,0,0,2,34,1,62,0,,0,0,0,94
30,0.8,0,0,2,5,1,69,0,,1,0,1,94
31,1.3,0,0,3,5,4,40,170,170.0,0,0,0,94
39,0.6,0,0,3,15,2,61,127,127.0,0,0,0,90
29,0.3,0,0,2,3,4,30,157,157.0,0,0,0,91
54,1.5,0,0,2,29,1,29,97,97.0,1,0,0,90
35,1.0,0,1,2,8,2,41,0,,1,0,0,92
27,3.3,0,0,2,3,1,118,0,,1,1,0,95
58,0.2,1,0,2,33,4,122,0,,1,1,0,93
62,1.5,0,0,1,37,3,50,169,169.0,1,0,0,94
28,0.1,0,0,2,4,3,43,0,,1,0,0,95
32,4.6,0,0,1,7,1,108,0,,0,0,1,94
29,2.5,0,0,3,4,4,110,0,,0,1,0,92
41,1.4,0,0,3,17,1,20,0,,1,0,0,94
61,1.7,0,1,3,35,4,112,0,,0,0,0,90
56,0.1,0,0,2,32,1,25,136,136.0,1,0,0,95
37,0.7,0,1,2,12,3,42,0,,1,0,0,94
60,0.3,0,0,1,34,2,29,0,,1,0,0,95
49,2.1,0,0,1,23,3,84,134,134.0,1,0,1,90
43,2.6,0,0,3,17,4,81,0,,1,0,1,94
53,0.9,0,1,1,28,4,55,119,119.0,1,0,0,94
35,2.4,0,0,2,11,1,40,0,,1,0,1,93
41,1.1,0,0,3,16,2,175,0,,1,1,0,94
36,1.8,0,0,3,6,4,78,163,163.0,0,0,0,91
56,1.5,0,0,1,32,4,51,0,,0,0,0,92
64,1.67,0,0,3,34,4,50,0,,1,0,0,95
51,0.4,0,0,1,27,3,21,0,,1,0,0,95
49,0.2,0,1,2,24,1,79,83,83.0,1,0,0,95
43,4.0,0,0,3,18,1,84,0,,0,0,0,92
51,0.4,0,0,2,26,4,34,0,,0,0,0,94
55,1.6,0,0,2,31,4,73,0,,0,0,0,94
62,0.5,0,0,1,37,3,90,0,,1,0,0,95
35,0.2,0,0,3,10,4,23,0,,1,0,0,94
33,0.2,0,0,1,7,4,54,141,141.0,0,0,1,92
43,2.2,0,1,2,17,3,49,103,103.0,1,0,0,95
58,2.8,0,0,2,32,1,51,0,,1,0,0,95
63,0.6,0,0,2,38,4,8,0,,1,0,0,95
31,1.0,0,0,1,6,1,62,0,,1,0,1,95
36,0.67,0,0,3,6,1,25,0,,1,0,0,95
30,1.75,0,0,3,0,2,63,0,,1,0,0,95
59,0.2,0,0,3,34,2,24,86,86.0,1,0,0,94
28,0.1,0,1,2,2,1,11,0,,1,0,0,91
59,0.1,0,1,1,34,1,23,0,,0,0,0,93
47,1.4,0,0,3,22,1,33,0,,1,0,0,91
